Year,Team,Player,G,W,L,IP,ERA,FIP,WHIP,K%,BB%,HR/9,BABIP,V_R_ERA,V_R_WHIP,V_R_AVG,V_R_OBP,V_L_ERA,V_L_WHIP,V_L_AVG,V_L_OBP
2024,KIA,네일,26,12,5,149.1,2.53,3.74,1.27,21.5,5.5,0.66,0.321,2.92,1.18,0.253,0.303,2.34,1.26,0.260,0.304
2024,KIA,정해영,53,2,3,50.2,2.49,4.65,1.24,23.8,7.6,1.42,0.289,2.51,1.08,0.252,0.278,2.61,1.35,0.211,0.318
2024,KIA,윤영철,18,7,4,81.2,4.19,5.35,1.53,16.0,11.9,0.88,0.300,3.66,1.46,0.251,0.343,5.23,1.45,0.280,0.346
2024,KIA,황동하,25,5,7,103.1,4.44,5.38,1.48,17.5,9.5,1.13,0.305,6.32,1.37,0.262,0.343,2.55,1.70,0.290,0.373
2024,KIA,장현식,75,5,4,75.1,3.94,4.45,1.45,22.7,10.3,0.96,0.322,3.83,1.24,0.225,0.298,4.13,1.79,0.323,0.404
2024,KIA,전상현,66,10,5,66.0,4.09,4.25,1.14,19.9,7.4,0.68,0.267,4.66,0.93,0.211,0.269,3.62,1.32,0.233,0.313
2024,KIA,알드레드,9,3,2,43.2,4.53,3.74,1.26,28.3,9.2,0.82,0.318,5.24,1.70,0.277,0.358,3.72,0.72,0.150,0.235
2024,KIA,곽도규,71,4,2,55.2,3.56,4.34,1.38,25.8,13.7,0.65,0.279,5.85,1.50,0.239,0.372,1.99,1.29,0.182,0.298
2024,KIA,크로우,8,5,1,40.1,3.57,3.11,1.31,25.0,7.0,0.45,0.342,3.86,0.70,0.172,0.209,3.10,1.92,0.326,0.390
2024,KIA,김도현,35,4,6,75.0,4.92,5.40,1.57,17.1,9.0,1.08,0.335,6.34,1.77,0.319,0.405,3.27,1.24,0.231,0.316
2024,KIA,라우어,7,2,2,34.2,4.93,3.98,1.36,24.7,8.0,0.78,0.337,5.56,1.32,0.270,0.323,4.50,1.70,0.275,0.383
2024,KIA,이준영,56,4,0,35.0,3.86,5.04,1.54,20.6,10.6,1.29,0.320,2.89,2.14,0.256,0.408,3.75,1.25,0.256,0.323
2024,KIA,최지민,56,3,3,46.0,5.09,5.80,1.83,16.4,17.8,0.39,0.298,6.23,2.25,0.292,0.435,4.15,1.35,0.209,0.336
2024,KIA,스타우트,4,1,1,16.0,5.06,4.19,1.38,27.4,6.8,1.13,0.349,8.00,1.11,0.278,0.316,1.29,1.71,0.241,0.371
2024,KIA,김승현,14,1,0,18.0,4.00,5.93,1.67,12.9,8.2,1.50,0.313,4.91,1.55,0.277,0.333,2.70,1.80,0.310,0.375
2024,KIA,유승철,5,0,0,5.0,5.40,6.71,2.00,17.4,30.4,0.00,0.250,9.00,3.00,0.250,0.500,3.00,1.33,0.125,0.364
2024,KIA,장재혁,1,0,0,1.1,0.00,6.63,2.25,0.0,14.3,0.00,0.333,0.00,1.00,0.250,0.250,0.00,6.00,0.500,0.667
2024,KIA,이의리,4,1,0,13.1,5.40,7.64,2.33,20.3,20.3,2.03,0.368,2.35,1.83,0.207,0.378,14.73,4.09,0.500,0.577
2024,KIA,박정우,1,0,0,1.0,0.00,-0.77,0.00,66.7,0.0,0.00,0.000,0.00,0.00,0.000,0.000,0.00,0.00,0.000,0.000
2024,KIA,김기훈,17,1,0,19.2,5.03,5.60,1.58,17.9,15.8,0.46,0.254,5.73,1.55,0.209,0.346,4.70,1.70,0.226,0.385
2024,KIA,유지성,3,0,0,2.1,7.71,7.49,2.14,21.4,0.0,3.86,0.444,0.00,1.00,0.222,0.300,54.00,9.00,0.750,0.750
2024,KIA,박준표,8,0,0,6.0,6.00,4.70,2.17,13.8,10.3,0.00,0.476,7.71,1.71,0.389,0.450,0.00,2.25,0.333,0.429
2024,KIA,김사윤,23,0,1,37.0,4.62,5.04,1.76,20.8,14.5,0.49,0.365,4.19,1.55,0.278,0.384,5.06,1.94,0.305,0.427
2024,KIA,김민주,2,0,0,1.0,9.00,2.43,4.00,25.0,12.5,0.00,0.600,27.00,9.00,0.500,0.600,0.00,1.50,0.333,0.333
2024,KIA,김민재,4,0,0,4.0,15.75,12.88,2.50,13.6,4.5,6.75,0.429,40.50,4.50,0.600,0.600,10.13,2.25,0.385,0.467
2024,KIA,임기영,37,6,2,45.2,6.31,5.54,1.71,16.5,7.8,1.58,0.344,6.54,1.39,0.269,0.319,6.17,2.49,0.393,0.460
2024,KIA,김건국,20,0,1,34.1,7.86,6.00,1.81,12.1,8.5,1.31,0.347,8.50,1.83,0.329,0.393,8.36,2.00,0.344,0.406
2024,KIA,김현수,5,0,0,5.0,18.00,6.07,2.40,14.3,17.9,0.00,0.389,5.40,2.10,0.286,0.444,43.20,3.00,0.429,0.500
2024,KIA,이형범,16,0,1,15.0,7.80,6.88,2.20,10.8,8.4,1.20,0.400,11.25,2.75,0.425,0.510,4.05,1.50,0.286,0.355
2024,KIA,김대유,37,0,0,25.0,8.28,5.33,1.88,21.3,9.8,1.44,0.397,11.17,2.17,0.350,0.429,5.79,1.71,0.328,0.388
2024,KIA,윤중현,11,0,0,10.1,13.94,11.28,3.00,6.5,14.5,3.48,0.429,12.00,2.33,0.407,0.486,15.75,3.75,0.500,0.625
2024,NC,하트,26,13,3,157.0,2.69,3.17,1.03,28.8,6.0,0.63,0.293,3.13,1.12,0.221,0.292,2.05,0.83,0.193,0.237
2024,NC,신민혁,25,8,9,121.0,4.31,5.28,1.29,14.1,3.1,1.49,0.296,3.68,1.23,0.279,0.308,5.00,1.35,0.288,0.316
2024,NC,김재열,69,1,5,68.2,2.49,3.79,1.27,23.6,10.2,0.52,0.300,3.00,1.42,0.254,0.342,1.52,1.01,0.194,0.254
2024,NC,김시훈,39,3,4,107.1,4.53,5.13,1.57,15.5,12.4,0.59,0.309,5.05,1.61,0.283,0.367,3.88,1.60,0.261,0.367
2024,NC,카스타노,19,8,6,111.2,4.35,4.33,1.27,18.7,5.3,0.89,0.312,3.23,1.34,0.276,0.324,5.40,1.13,0.249,0.296
2024,NC,김영규,42,4,2,45.2,3.15,3.44,1.18,26.2,7.7,0.59,0.322,2.70,1.15,0.205,0.289,2.92,1.09,0.256,0.293
2024,NC,이재학,21,3,12,104.1,5.52,5.26,1.44,21.0,9.1,1.47,0.310,7.78,1.50,0.268,0.349,4.48,1.44,0.276,0.340
2024,NC,한재승,51,1,2,45.1,3.97,4.45,1.41,21.9,13.4,0.40,0.282,3.45,1.40,0.229,0.331,5.65,1.47,0.184,0.344
2024,NC,임정호,65,1,6,55.0,4.42,4.30,1.44,18.9,10.3,0.49,0.321,4.50,1.61,0.264,0.354,4.19,1.37,0.270,0.352
2024,NC,요키시,8,3,4,39.1,5.72,5.50,1.81,16.9,10.6,1.14,0.362,4.10,1.41,0.257,0.342,9.49,2.68,0.407,0.478
2024,NC,최우석,9,0,0,8.2,3.12,6.89,1.50,21.6,16.2,2.08,0.238,3.38,1.31,0.211,0.318,3.38,1.88,0.300,0.417
2024,NC,이용준,9,2,3,33.2,6.68,5.49,1.66,16.6,8.9,1.34,0.339,5.29,1.18,0.200,0.300,8.44,2.19,0.377,0.422
2024,NC,박주현,3,0,0,3.0,6.00,5.93,1.33,30.8,7.7,3.00,0.286,10.80,1.80,0.286,0.375,0.00,1.00,0.250,0.250
2024,NC,김진호,2,0,0,2.1,7.71,3.76,2.14,25.0,16.7,0.00,0.500,6.75,1.50,0.400,0.400,9.00,3.00,0.250,0.500
2024,NC,손주환,4,0,1,3.2,9.82,4.12,1.09,25.0,12.5,0.00,0.222,4.50,1.00,0.143,0.333,16.20,1.20,0.167,0.286
2024,NC,송명기,33,2,1,38.1,5.87,5.04,1.49,17.9,9.8,0.94,0.308,3.32,1.15,0.211,0.311,9.00,1.88,0.329,0.385
2024,NC,채원후,3,0,0,3.0,12.00,5.76,3.00,11.1,16.7,0.00,0.462,3.86,2.14,0.300,0.417,40.50,6.00,0.600,0.667
2024,NC,김민규,7,0,0,6.1,5.68,4.96,1.74,6.7,10.0,0.00,0.333,10.80,2.40,0.400,0.471,0.00,1.00,0.200,0.250
2024,NC,서의태,11,1,0,7.2,9.39,6.84,1.70,20.6,23.5,1.17,0.222,1.69,0.94,0.125,0.263,27.00,3.50,0.333,0.538
2024,NC,임상현,12,1,5,40.1,6.47,6.39,1.71,11.6,12.7,1.12,0.315,7.13,1.29,0.271,0.337,5.11,2.51,0.346,0.477
2024,NC,배재환,20,0,1,19.2,7.32,8.05,1.78,14.3,16.5,2.29,0.268,13.00,1.56,0.303,0.378,2.79,1.97,0.270,0.404
2024,NC,류진욱,50,2,1,42.1,5.74,4.76,1.68,19.1,9.8,0.85,0.369,4.74,1.54,0.313,0.374,7.02,1.80,0.284,0.380
2024,NC,신영우,4,0,1,9.1,10.61,8.45,2.57,11.5,28.8,0.00,0.333,5.40,1.80,0.250,0.458,12.46,3.23,0.286,0.560
2024,NC,최성영,24,2,0,46.2,5.79,5.37,1.76,13.3,7.8,1.35,0.348,5.14,1.90,0.348,0.400,5.68,1.50,0.298,0.336
2024,NC,소이현,4,0,0,3.1,13.50,5.40,2.10,5.3,5.3,0.00,0.375,16.20,1.80,0.333,0.400,13.50,3.00,0.429,0.500
2024,NC,김태현,11,0,0,10.0,7.20,9.29,2.10,6.0,14.0,2.70,0.314,5.79,2.57,0.381,0.480,9.00,1.60,0.294,0.381
2024,NC,목지훈,3,0,1,9.0,12.00,8.99,2.78,5.8,19.2,1.00,0.389,8.31,2.31,0.313,0.476,12.46,3.00,0.381,0.536
2024,NC,전루건,6,0,0,5.2,22.24,11.57,4.24,0.0,20.5,0.00,0.517,38.57,3.86,0.500,0.632,12.00,5.00,0.643,0.727
2024,NC,전사민,17,0,0,23.2,9.51,6.65,2.37,13.3,13.3,1.14,0.414,4.63,2.23,0.367,0.475,16.03,2.63,0.380,0.467
2024,NC,이준호,38,3,5,49.1,7.48,5.67,1.97,17.3,10.7,1.28,0.393,6.99,1.55,0.286,0.354,6.52,2.53,0.393,0.486
2024,NC,이용찬,57,3,9,54.1,6.13,4.65,1.90,18.7,8.0,0.99,0.425,6.92,1.62,0.318,0.368,5.13,2.09,0.374,0.434
2025,LG,치리노스,30,13,6,177.0,3.31,3.13,1.18,18.6,4.9,0.25,0.310,3.12,1.05,0.238,0.284,3.69,1.36,0.271,0.318
2025,LG,임찬규,27,11,7,160.1,3.03,3.82,1.27,16.0,6.0,0.51,0.306,3.06,1.29,0.282,0.324,3.05,1.28,0.251,0.310
2025,LG,손주영,30,11,6,153.0,3.41,3.49,1.32,20.5,7.6,0.47,0.325,3.48,1.44,0.279,0.347,3.12,1.15,0.242,0.284
2025,LG,송승기,28,11,6,144.0,3.50,4.10,1.38,19.9,7.8,0.94,0.309,3.60,1.34,0.261,0.314,3.40,1.42,0.260,0.325
2025,LG,김영우,66,3,2,60.0,2.40,3.64,1.32,22.0,11.8,0.30,0.296,1.95,1.21,0.207,0.308,3.08,1.44,0.253,0.351
2025,LG,톨허스트,8,6,2,44.0,2.86,3.21,1.25,24.5,8.7,0.41,0.314,3.43,1.38,0.241,0.333,2.45,1.18,0.244,0.300
2025,LG,에르난데스,14,4,4,66.0,4.23,3.82,1.17,26.4,8.7,0.96,0.275,3.91,1.22,0.215,0.318,4.26,1.13,0.229,0.284
2025,LG,유영찬,39,2,2,41.0,2.63,3.20,1.32,29.4,13.0,0.44,0.302,2.77,1.00,0.170,0.267,2.51,1.88,0.259,0.403
2025,LG,장현식,56,3,3,49.2,4.35,4.58,1.73,16.2,9.0,0.73,0.374,3.42,1.73,0.327,0.394,3.86,1.56,0.291,0.365
2025,LG,박명근,44,3,4,38.2,4.89,5.09,1.34,17.9,9.5,1.16,0.282,4.94,1.31,0.250,0.347,4.40,1.33,0.231,0.328
2025,LG,이정용,39,6,1,34.0,5.03,4.37,1.29,18.7,8.6,0.79,0.305,4.86,1.26,0.230,0.319,4.86,1.26,0.271,0.338
2025,LG,김진성,78,6,4,70.2,3.44,3.91,1.20,21.6,8.2,0.89,0.277,2.56,0.91,0.206,0.236,4.75,1.55,0.270,0.353
2025,LG,이우찬,23,0,1,19.0,1.89,3.81,1.42,23.3,16.3,0.00,0.260,1.23,1.50,0.207,0.343,2.70,1.40,0.194,0.326
2025,LG,김강률,12,1,0,12.1,1.46,4.43,1.22,17.6,15.7,0.00,0.212,1.59,1.41,0.222,0.391,1.35,0.90,0.087,0.222
2025,LG,최채흥,13,0,1,29.0,5.28,4.99,1.69,15.9,10.6,0.93,0.344,5.02,1.67,0.281,0.373,5.93,1.54,0.288,0.362
2025,LG,임준형,5,0,0,4.2,1.93,4.22,1.29,11.1,11.1,0.00,0.308,0.00,2.40,0.429,0.500,4.50,1.00,0.167,0.286
2025,LG,백승현,33,1,0,30.0,3.90,5.45,1.87,18.5,19.2,0.60,0.302,3.06,1.92,0.275,0.412,4.38,1.70,0.200,0.362
2025,LG,배재준,14,0,0,13.0,5.54,4.11,1.23,25.0,12.5,0.69,0.242,3.86,0.57,0.130,0.160,7.50,2.00,0.250,0.419
2025,LG,우강훈,11,0,0,9.2,4.66,5.27,1.86,10.9,13.0,0.00,0.364,0.00,1.42,0.238,0.407,13.50,2.70,0.438,0.474
2025,LG,이종준,2,0,0,1.2,0.00,2.84,0.60,33.3,16.7,0.00,0.000,0.00,0.00,0.000,0.000,0.00,1.50,0.000,0.333
2025,LG,박시원,2,0,0,1.1,13.50,15.92,3.75,0.0,55.6,0.00,0.000,0.00,3.00,0.000,0.500,27.00,3.00,0.000,0.500
2025,LG,이지강,43,1,2,47.1,5.32,4.55,1.56,18.5,11.4,0.76,0.322,4.13,1.16,0.221,0.287,7.64,2.32,0.351,0.457
2025,LG,김주온,1,0,1,0.1,27.00,34.82,6.00,20.0,40.0,0.00,,,,,1.000,27.00,6.00,0.000,0.750
2025,LG,코엔 윈,5,1,1,23.0,7.04,6.37,1.39,7.5,3.7,1.57,0.286,5.91,1.22,0.267,0.353,8.74,1.50,0.311,0.347
2025,LG,함덕주,31,2,3,27.0,6.00,4.09,1.19,23.0,15.9,0.33,0.203,5.14,1.29,0.180,0.300,7.11,1.03,0.135,0.277
2025,LG,김진수,4,0,0,5.0,9.00,6.32,2.40,22.2,3.7,3.60,0.500,6.00,2.00,0.357,0.400,9.00,2.50,0.455,0.455
2025,LG,김종운,2,0,0,1.2,5.40,15.20,1.20,28.6,0.0,10.80,0.000,0.00,1.50,0.333,0.333,9.00,1.00,0.250,0.250
2025,LG,정우영,4,0,0,2.2,20.25,11.57,1.88,23.1,30.8,3.38,0.000,21.60,1.20,0.200,0.429,0.00,2.00,0.000,0.400
2025,LG,김유영,6,0,0,4.1,12.46,4.73,2.77,19.2,15.4,0.00,0.533,9.00,3.50,0.333,0.538,13.50,2.00,0.444,0.500
2025,LG,성동현,12,0,0,9.0,9.00,8.10,2.11,13.3,20.0,2.00,0.296,12.71,2.12,0.304,0.429,3.00,2.33,0.273,0.467
2025,삼성,후라도,30,15,8,197.1,2.60,3.79,1.08,18.1,4.6,0.78,0.275,2.42,1.03,0.228,0.272,2.51,1.13,0.252,0.287
2025,삼성,원태인,27,12,4,166.2,3.24,4.36,1.10,16.1,4.0,1.08,0.275,4.11,1.12,0.256,0.291,2.29,1.10,0.248,0.287
2025,삼성,가라비토,15,4,4,78.1,2.64,3.91,1.19,25.7,11.3,0.69,0.263,2.25,0.98,0.174,0.265,2.75,1.33,0.208,0.335
2025,삼성,최원태,27,8,7,124.1,4.92,4.59,1.44,19.7,9.2,0.94,0.322,4.31,1.30,0.275,0.338,5.34,1.50,0.260,0.355
2025,삼성,백정현,29,2,0,32.1,1.95,2.78,0.80,24.2,5.5,0.28,0.212,2.30,1.02,0.196,0.254,1.72,0.57,0.143,0.186
2025,삼성,김태훈,73,2,6,66.1,4.48,3.87,1.39,25.8,9.1,1.09,0.330,4.89,1.37,0.258,0.331,3.60,1.33,0.241,0.313
2025,삼성,레예스,10,4,3,50.0,4.14,4.32,1.26,16.3,5.6,0.90,0.293,4.95,1.35,0.253,0.315,2.79,1.03,0.238,0.281
2025,삼성,양창섭,33,3,3,63.0,3.43,4.12,1.37,16.3,6.9,0.43,0.325,2.97,1.26,0.262,0.343,4.13,1.55,0.306,0.365
2025,삼성,배찬승,65,2,3,50.2,3.91,4.02,1.66,24.5,14.6,0.53,0.353,5.48,1.64,0.263,0.385,2.22,1.45,0.226,0.333
2025,삼성,김재윤,63,4,7,57.2,4.99,4.84,1.21,17.8,5.4,1.56,0.272,3.98,1.20,0.258,0.291,5.04,1.20,0.239,0.297
